■ 개봉일람_연도별,,,,,,,,,,,,,,,,,
- 조회일: 2020-06-04,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간 : 2010~2019   국적 : 전체   영화명 : 전체   개봉일 : 전체   영화구분 : 전체   영화유형 : 개봉영화    ],,,,,,,,,,,,,,,,,
순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,"전국
스크린수","전국
매출액","전국
관객수","서울
매출액","서울
관객수",장르,등급,영화구분
996,명탐정 코난:감벽의 관,야마모토 야스이치로,,씨제이이앤엠(주),씨제이이앤엠(주),2018-02-14,개봉영화,장편,일본,487,"1,800,316,000","242,164","310,023,800","40,693",애니메이션,12세이상관람가,일반영화
997,캡틴 필립스,폴 그린그래스,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013-10-23,개봉영화,장편,미국,302,"1,679,067,434","241,514","714,998,434","97,908",액션,15세이상관람가,일반영화
998,창문 넘어 도망친 100세 노인,플렉스 할그렌,,"블루미지,(주)영화사 빅",(주)영화사 빅,2014-06-18,개봉영화,장편,스웨덴,300,"1,824,795,453","240,990","719,883,353","92,554",어드벤처,15세이상관람가,독립/예술영화
999,아이 필 프리티,아비 콘,,(주)퍼스트런,(주)홈초이스,2018-06-06,개봉영화,장편,미국,213,"2,125,902,300","240,148","908,668,400","100,403",코미디,15세이상관람가,일반영화
1000,서약,마이클 수치,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2012-03-14,개봉영화,장편,미국,314,"1,810,275,500","239,483","797,303,000","101,134",드라마,15세이상관람가,일반영화
1001,미옥,이안규,(주)영화사 소중한,,씨네그루(주)키다리이엔티,2017-11-09,개봉영화,장편,한국,635,"1,897,705,564","238,587","520,190,864","63,596",범죄,청소년관람불가,일반영화
1002,하늘을 걷는 남자,로버트 저메키스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2015-10-28,개봉영화,장편,미국,415,"2,267,273,653","238,257","910,722,153","92,402",드라마,12세이상관람가,일반영화
1003,사랑은 너무 복잡해,낸시 마이어스,유니버셜 픽쳐스,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2010-03-11,개봉영화,장편,미국,186,"1,770,119,256","238,073","922,899,000","119,222",멜로/로맨스,청소년관람불가,독립/예술영화
1004,그레이스 오브 모나코,올리비에 다한,,주식회사 디앤시엔터테인먼트,(주)쇼박스,2014-06-18,개봉영화,장편,프랑스,358,"1,752,838,200","237,147","768,813,900","100,692",드라마,12세이상관람가,독립/예술영화
1005,줄리아의 눈,기옘 모랄레스,,(주)더블앤조이픽쳐스,씨너스엔터테인먼트(주),2011-03-31,개봉영화,장편,스페인,232,"1,827,211,000","236,359","676,354,500","83,077",미스터리,청소년관람불가,일반영화
1006,레고 무비,"필 로드,크리스 밀러",,워너브러더스 코리아(주),워너브러더스 코리아(주),2014-02-06,개봉영화,장편,미국,317,"1,601,300,200","236,129","363,232,000","51,304",애니메이션,전체관람가,일반영화
1007,세이빙 산타,"레온 주센,아론 실먼",,㈜코리아스크린,(주)영화사 빅,2013-12-19,개봉영화,장편,영국,297,"1,520,048,000","235,688","323,811,500","47,288",애니메이션,전체관람가,일반영화
1008,닌자터틀 : 어둠의 히어로,데이브 그린,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2016-06-16,개봉영화,장편,미국,517,"1,934,052,000","235,207","562,213,400","64,425",액션,12세이상관람가,일반영화
1009,비행기,클레이 홀,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013-12-19,개봉영화,장편,미국,408,"1,671,046,500","233,563","444,525,500","58,410",애니메이션,전체관람가,일반영화
1010,극장판 포켓몬스터 XY : 파괴의 포켓몬과 디안시,유야마 쿠니히코,,(주)포켓몬코리아,롯데쇼핑㈜롯데엔터테인먼트,2015-01-14,개봉영화,장편,일본,360,"1,653,084,000","233,347","385,135,900","52,427",애니메이션,전체관람가,일반영화
1011,드림 쏭,애쉬 브래넌,,(주)시네마리퍼블릭,(주)이수C&E,2016-09-14,개봉영화,장편,미국,399,"1,817,437,700","233,283","388,509,000","47,585",애니메이션,전체관람가,독립/예술영화
1012,강철대오:구국의 철가방,육상효,스페이스엠(주),,롯데쇼핑㈜롯데엔터테인먼트,2012-10-25,개봉영화,장편,한국,366,"1,614,867,156","233,211","501,037,128","71,509",코미디,15세이상관람가,일반영화
1013,어느날,이윤기,(주)인벤트스톤,,"오퍼스픽쳐스(유),CGV아트하우스",2017-04-05,개봉영화,장편,한국,532,"1,827,370,582","232,016","566,199,082","69,068",멜로/로맨스,15세이상관람가,일반영화
1014,인플루언스,이재규,"리얼라이즈픽쳐스(주),윈저엔터테인먼트",,,2010-08-19,개봉영화,장편,한국,3,"1,529,006","229,610","1,310,000",175,드라마,15세이상관람가,일반영화
1015,폐가,이철하,"데이지엔터테인먼트,HY Films",,(주)시너지하우스 (시너지),2010-08-19,개봉영화,장편,한국,160,"1,611,889,133","229,610","330,786,500","43,876",공포(호러),15세이상관람가,일반영화
1016,시카리오: 데이 오브 솔다도,스테파노 솔리마,,㈜코리아스크린,㈜코리아스크린,2018-06-27,개봉영화,장편,미국,261,"1,938,637,400","229,542","729,204,500","84,358",액션,15세이상관람가,일반영화
1017,순정,이은희,(주)주피터필름,,(주)리틀빅픽쳐스,2016-02-24,개봉영화,장편,한국,467,"1,643,792,033","229,059","507,428,633","65,385",드라마,12세이상관람가,일반영화
1018,포스 카인드,올라턴드 오선샌미,"유니버셜 픽쳐스,골드써클필름,포커스필름프로덕션㈜,샴바라 픽처스,대드 크루 프로덕션,사가 필름",㈜메가박스,(주)넥스트엔터테인먼트월드(NEW),2010-02-25,개봉영화,장편,미국,189,"1,701,070,326","229,014","537,108,500","67,471",SF,15세이상관람가,일반영화
1019,치즈인더트랩,김제영,(주)마운틴무브먼트스토리,,(주)리틀빅픽쳐스,2018-03-14,개봉영화,장편,한국,364,"1,890,873,700","229,005","557,695,800","65,340",멜로/로맨스,15세이상관람가,일반영화
1020,컨테이젼,스티븐 소더버그,,워너브러더스 코리아(주),워너브러더스 코리아(주),2011-09-22,개봉영화,장편,미국,226,"1,782,554,000","228,899","791,304,500","97,471",액션,12세이상관람가,일반영화
1021,쓰리데이즈 투 킬,맥지,,(유)조이앤컨텐츠그룹,롯데쇼핑㈜롯데엔터테인먼트,2014-04-03,개봉영화,장편,미국,388,"1,741,058,200","228,539","519,245,900","65,105",액션,15세이상관람가,일반영화
1022,캐빈 인 더 우즈,드류 고다드,,"(유)조이앤컨텐츠그룹,(주)케이알씨지",롯데쇼핑㈜롯데엔터테인먼트,2012-06-28,개봉영화,장편,미국,288,"1,710,273,500","228,090","625,231,000","79,749",공포(호러),청소년관람불가,일반영화
1023,일곱난쟁이,헤랄드 지페르만,,(주)스마일이엔티,메가박스중앙(주)플러스엠,2014-12-24,개봉영화,장편,독일,263,"1,622,195,700","227,586","336,490,100","44,566",애니메이션,전체관람가,일반영화
1024,딥,줄리오 소토 거피드,,(주)영화사 빅,(주)이수C&E,2017-10-03,개봉영화,장편,스페인,441,"1,746,940,500","226,933","349,568,900","43,492",애니메이션,전체관람가,독립/예술영화
1025,극장판 루팡 3세 VS 명탐정 코난,카메가키 하지메,,씨제이이앤엠(주),씨제이이앤엠(주),2014-05-29,개봉영화,장편,일본,327,"1,585,872,205","225,842","272,598,605","37,324",애니메이션,12세이상관람가,일반영화
1026,잡스,조슈아 마이클 스턴,,(주)누리픽쳐스,(주)넥스트엔터테인먼트월드(NEW),2013-08-29,개봉영화,장편,미국,402,"1,594,113,136","225,146","713,943,636","96,230",드라마,12세이상관람가,일반영화
1027,분노의 윤리학,박명랑,"(주)티피에스컴퍼니,(주)사람엔터테인먼트",,롯데쇼핑㈜롯데엔터테인먼트,2013-02-21,개봉영화,장편,한국,302,"1,654,554,000","224,891","516,562,000","68,651",스릴러,청소년관람불가,일반영화
1028,괴물의 아이,호소다 마모루,,(주)얼리버드픽쳐스,"CGV아트하우스,(주)리틀빅픽쳐스",2015-11-25,개봉영화,장편,일본,363,"1,665,251,116","224,849","545,626,716","70,530",애니메이션,12세이상관람가,일반영화
1029,한공주,이수진,리 공동체 영화사,,CGV아트하우스,2014-04-17,개봉영화,장편,한국,226,"1,780,640,800","224,452","576,752,300","70,103",드라마,청소년관람불가,독립/예술영화
1030,메리 포핀스 리턴즈,롭 마샬,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2019-02-14,개봉영화,장편,미국,573,"1,816,281,960","224,160","816,286,900","97,070",판타지,전체관람가,일반영화
1031,12 솔져스,니콜라이 퓰시,,(유)조이앤시네마,(주)제이앤씨미디어그룹,2018-01-31,개봉영화,장편,미국,211,"1,833,626,400","223,740","597,547,500","70,049",액션,15세이상관람가,독립/예술영화
1032,알파 앤 오메가,"안소니 벨,벤 글럭",,판씨네마(주),(주)넥스트엔터테인먼트월드(NEW),2011-02-24,개봉영화,장편,미국,230,"1,685,788,500","222,953","332,960,000","41,008",애니메이션,전체관람가,일반영화
1033,일라이,"알렌 휴즈,알버트 휴즈",알콘엔터테인먼트,㈜케이디미디어,(주)쇼박스,2010-04-15,개봉영화,장편,미국,252,"1,661,141,088","222,927","532,299,500","67,913",액션,15세이상관람가,일반영화
1034,마마,최익환,"씨네주(유),㈜더드림앤드픽쳐스",,롯데쇼핑㈜롯데엔터테인먼트,2011-06-01,개봉영화,장편,한국,269,"1,533,830,500","222,731","427,065,500","59,189",드라마,12세이상관람가,일반영화
1035,시,이창동,"파인하우스필름(주),(주)유니코리아문예투자",,(주)넥스트엔터테인먼트월드(NEW),2010-05-13,개봉영화,장편,한국,171,"1,567,857,053","222,017","812,330,850","111,181",드라마,15세이상관람가,독립/예술영화
1036,헤라클레스 : 레전드 비긴즈,레니 할린,,(유)조이앤컨텐츠그룹,(주)넥스트엔터테인먼트월드(NEW),2014-04-10,개봉영화,장편,미국,390,"1,662,172,151","221,327","493,617,151","63,145",액션,15세이상관람가,일반영화
1037,노미오와 줄리엣,캘리 애스버리,,(주)쇼박스,(주)쇼박스,2011-04-14,개봉영화,장편,영국,291,"1,937,118,000","221,176","545,159,500","56,632",애니메이션,전체관람가,일반영화
1038,언프렌디드: 친구삭제,레오 가브리아제,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2015-05-07,개봉영화,장편,미국,386,"1,643,911,941","219,678","347,479,141","45,233",공포(호러),15세이상관람가,일반영화
1039,노아의 방주: 남겨진 녀석들,토비 젠켈,,(주)스마일이엔티,씨네그루(주)다우기술,2015-04-30,개봉영화,장편,독일,436,"1,586,417,300","219,621","362,928,700","48,437",애니메이션,전체관람가,일반영화
1040,명탐정 코난: 감청의 권,나가오카 치카,,씨제이이앤엠(주),씨제이이앤엠(주),2019-07-24,개봉영화,장편,일본,602,"1,740,310,530","219,078","406,727,890","48,968",애니메이션,12세이상관람가,일반영화
1041,1급기밀,홍기선,"(주)미인픽쳐스,(주)미디어모굴",,(주)리틀빅픽쳐스,2018-01-24,개봉영화,장편,한국,512,"1,720,083,300","217,803","406,282,500","50,330",드라마,12세이상관람가,일반영화
1042,50가지 그림자: 해방,제임스 폴리,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2018-02-21,개봉영화,장편,미국,213,"1,866,384,500","217,785","650,566,700","75,135",드라마,청소년관람불가,일반영화
1043,나는 공무원이다,구자홍,마포필름,,(주)넥스트엔터테인먼트월드(NEW),2012-07-12,개봉영화,장편,한국,278,"1,535,913,500","217,493","429,380,000","57,654",코미디,전체관람가,일반영화
1044,속닥속닥,최상훈,(주)파이브데이,,(주)그노스,2018-07-13,개봉영화,장편,한국,314,"1,900,914,300","217,444","342,387,100","36,960",공포(호러),15세이상관람가,일반영화
1045,짱구는 못말려 극장판:태풍을 부르는 나와 우주의 프린세스,마스이 소이치,,대원미디어(주),롯데쇼핑㈜롯데엔터테인먼트,2013-04-25,개봉영화,장편,일본,290,"1,430,168,500","217,320","254,199,000","36,672",애니메이션,전체관람가,일반영화
1046,메카닉,사이먼 웨스트,,(주)동아수출공사,씨너스엔터테인먼트(주),2011-02-24,개봉영화,장편,미국,226,"1,666,463,000","217,077","461,222,500","56,874",드라마,청소년관람불가,일반영화
1047,원피스 필름 골드,미야모토 히로아키,,씨제이이앤엠(주),씨제이이앤엠(주),2016-12-08,개봉영화,장편,일본,445,"1,707,251,100","216,861","392,628,800","47,051",애니메이션,12세이상관람가,일반영화
1048,송 포 유,폴 앤드류 윌리엄스,,(주)유이케이,(주)넥스트엔터테인먼트월드(NEW),2013-04-18,개봉영화,장편,영국,317,"1,484,169,000","216,852","588,610,500","84,339",코미디,12세이상관람가,일반영화
1049,그린랜턴: 반지의 선택,마틴 캠벨,,워너브러더스 코리아(주),워너브러더스 코리아(주),2011-06-16,개봉영화,장편,미국,345,"1,651,783,500","216,676","572,042,000","71,758",SF,12세이상관람가,일반영화
1050,루돌프와 많이있어,"유야마 쿠니히코,사카키바라 모토노리",,씨제이이앤엠(주),씨제이이앤엠(주),2016-12-28,개봉영화,장편,일본,375,"1,627,646,800","215,993","283,106,600","35,318",애니메이션,전체관람가,일반영화
1051,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,"우시로 신지,요코이 타케시",,씨제이이앤엠(주),씨제이이앤엠(주),2017-09-27,개봉영화,장편,일본,486,"1,581,375,300","215,203","302,166,700","39,494",애니메이션,전체관람가,일반영화
1052,벽 속에 숨은 마법시계,일라이 로스,,씨제이이앤엠(주),CGV아트하우스,2018-10-31,개봉영화,장편,미국,609,"1,654,715,300","215,029","461,680,100","57,500",판타지,전체관람가,일반영화
1053,허리케인 하이스트,롭 코헨,,(주)우성엔터테인먼트,(주)넥스트엔터테인먼트월드(NEW),2018-03-14,개봉영화,장편,미국,544,"1,730,262,848","214,949","406,693,648","49,348",액션,15세이상관람가,일반영화
1054,독수리 에디,덱스터 플레처,,이십세기폭스코리아(주),이십세기폭스코리아(주),2016-04-07,개봉영화,장편,미국,528,"1,699,642,120","214,003","629,422,120","76,061",드라마,12세이상관람가,일반영화
1055,한 솔로: 스타워즈 스토리,론 하워드,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2018-05-24,개봉영화,장편,미국,569,"1,964,276,778","213,980","778,382,478","79,048",액션,12세이상관람가,일반영화
1056,아이 엠 어 히어로,사토 신스케,,(주)영화사 빅,(주)영화사 빅,2016-09-21,개봉영화,장편,일본,263,"1,806,714,900","212,599","510,901,800","59,348",액션,청소년관람불가,독립/예술영화
