순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,장르,등급,영화구분,screens,total_viewer,directors,main_actor_list,ntz_score_list,ntz_count_list,running_time_list
120,꾼,장창원,(주)영화사두둥,,(주)쇼박스,2017-11-22,개봉영화,장편,한국,범죄,15세이상관람가,일반영화,1314,4018341,장창원,"현빈, 유지태, 배성우",7.61,12728,117
121,혹성탈출: 반격의 서막,맷 리브스,,이십세기폭스코리아(주),이십세기폭스코리아(주),2014-07-10,개봉영화,장편,미국,액션,12세이상관람가,일반영화,922,4002134,맷 리브스,"앤디 서키스, 게리 올드만, 제이슨 클락",8.53,12416,130
122,타짜-신의 손,강형철,(주)싸이더스,,"롯데쇼핑㈜롯데엔터테인먼트,(주)싸이더스",2014-09-03,개봉영화,장편,한국,드라마,청소년관람불가,일반영화,890,4001813,강형철,"T.O.P, 신세경, 곽도원",7.25,16007,147
123,쿵푸팬더3,"여인영,알레산드로 칼로니",드림웍스 애니메이션,씨제이이앤엠(주),씨제이이앤엠(주),2016-01-28,개봉영화,장편,미국,애니메이션,전체관람가,일반영화,1365,3984812,여인영,"잭 블랙, 안젤리나 졸리, 더스틴 호프만",8.63,9558,95
124,캡틴 아메리카: 윈터 솔져,"조 루소,안소니 루소",,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2014-03-26,개봉영화,장편,미국,액션,15세이상관람가,일반영화,1106,3963220,조 루소,"크리스 에반스, 스칼렛 요한슨, 사무엘 L. 잭슨",8.93,12815,136
125,박수건달,조진규,"주식회사 제이앤피,박수건달문화산업전문(유),(주)쇼박스",,(주)쇼박스,2013-01-09,개봉영화,장편,한국,코미디,15세이상관람가,일반영화,599,3893216,조진규,"박신양, 김정태, 엄지원",8.11,11125,127
126,베놈,루벤 플레셔,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2018-10-03,개봉영화,장편,미국,액션,15세이상관람가,일반영화,1308,3888096,루벤 플레셔,"톰 하디, 미셸 윌리엄스",7.9,14437,107
127,조선명탐정 : 사라진 놉의 딸,김석윤,청년필름(주),,(주)쇼박스,2015-02-11,개봉영화,장편,한국,사극,12세이상관람가,일반영화,811,3872015,김석윤,"김명민, 오달수, 이연희",7.67,8420,125
128,역린,이재규,"굿초이스컷픽쳐스(주),(주)파파스필름",,롯데쇼핑㈜롯데엔터테인먼트,2014-04-30,개봉영화,장편,한국,사극,15세이상관람가,일반영화,1054,3849433,이재규,"현빈, 정재영, 조정석",7.08,17049,135
130,남한산성,황동혁,(주)싸이런픽쳐스,,씨제이이앤엠(주),2017-10-03,개봉영화,장편,한국,사극,15세이상관람가,일반영화,1229,3829891,황동혁,"이병헌, 김윤석, 박해일",8.08,16928,139
131,데드풀 2,데이빗 레이치,,이십세기폭스코리아(주),이십세기폭스코리아(주),2018-05-16,개봉영화,장편,미국,액션,청소년관람불가,일반영화,1576,3784602,데이빗 레이치,"라이언 레이놀즈, 조슈 브롤린, 재지 비츠",8.69,13182,117
132,암수살인,김태균,"(주)필름295,(주)블러썸픽쳐스",,(주)쇼박스,2018-10-03,개봉영화,장편,한국,범죄,15세이상관람가,일반영화,1177,3772620,김태균,"김윤석, 주지훈",8.32,13206,110
133,국가부도의 날,최국희,영화사 집,,씨제이이앤엠(주),2018-11-28,개봉영화,장편,한국,드라마,12세이상관람가,일반영화,1180,3754983,최국희,"김혜수, 유아인, 허준호",8.14,14499,114
135,82년생 김지영,김도영,(주)봄바람영화사,,롯데컬처웍스(주)롯데엔터테인먼트,2019-10-23,개봉영화,장편,한국,드라마,12세이상관람가,일반영화,1486,3678156,김도영,"정유미, 공유",6.71,47941,118
136,전우치,최동훈,영화사 집,,씨제이엔터테인먼트,2009-12-23,개봉영화,장편,한국,액션,12세이상관람가,일반영화,606,3671356,최동훈,"강동원, 김윤석, 임수정",8.2,19735,136
138,분노의 질주: 더 익스트림,F. 게리 그레이,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2017-04-12,개봉영화,장편,미국,액션,15세이상관람가,일반영화,1469,3653238,F. 게리 그레이,"빈 디젤, 드웨인 존슨, 샤를리즈 테론",8.96,11098,136
139,너의 이름은.,신카이 마코토,,(주)미디어캐슬,메가박스중앙(주)플러스엠,2017-01-04,개봉영화,장편,일본,애니메이션,12세이상관람가,일반영화,947,3637122,신카이 마코토,"카미키 류노스케, 카미시라이시 모네",8.77,32181,106
140,인턴,낸시 마이어스,,워너브러더스 코리아(주),워너브러더스 코리아(주),2015-09-24,개봉영화,장편,미국,코미디,12세이상관람가,일반영화,496,3610642,낸시 마이어스,"앤 해서웨이, 로버트 드 니로",9.0,14014,121
141,라라랜드,데이미언 셔젤,,판씨네마(주),판씨네마(주),2016-12-07,개봉영화,장편,미국,드라마,12세이상관람가,일반영화,727,3597193,데이미언 셔젤,"라이언 고슬링, 엠마 스톤",8.6,24137,127
142,귀향,조정래,주식회사 제이오엔터테인먼트코리아,,(주)와우픽쳐스,2016-02-24,개봉영화,장편,한국,드라마,15세이상관람가,일반영화,876,3586523,조정래,"강하나, 최리, 손숙)",9.16,20787,127
143,리얼 스틸,숀 레비,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2011-10-12,개봉영화,장편,미국,액션,12세이상관람가,일반영화,603,3579666,숀 레비,"휴 잭맨, 에반젤린 릴리, 다코타 고요",9.06,12286,127
144,신의 한 수,조범구,"(주)메이스엔터테인먼트,(주)아지트필름",,(주)쇼박스,2014-07-03,개봉영화,장편,한국,범죄,청소년관람불가,일반영화,794,3562123,조범구,"정우성, 이범수, 안성기",8.03,11880,118
145,코코,리 언크리치,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2018-01-11,개봉영화,장편,미국,애니메이션,전체관람가,일반영화,1177,3510017,리 언크리치,"안소니 곤잘레스 , 가엘 가르시아 베르날, 벤자민 브랫",9.3,16356,104
146,부러진 화살,정지영,(주)아우라픽처스,,(주)넥스트엔터테인먼트월드(NEW),2012-01-18,개봉영화,장편,한국,드라마,15세이상관람가,일반영화,453,3450941,정지영,"안성기, 박원상, 나영희",8.92,7363,100
147,끝까지 간다,김성훈,"(주)에이디사공육,(주)다세포클럽",,(주)쇼박스,2014-05-29,개봉영화,장편,한국,액션,15세이상관람가,일반영화,645,3450143,김성훈,"이선균, 조진웅",9.02,14629,111
149,스파이,이승준,"(주)제이케이필름,씨제이이앤엠(주)",,씨제이이앤엠(주),2013-09-05,개봉영화,장편,한국,액션,15세이상관람가,일반영화,785,3423920,이승준,"설경구, 문소리, 다니엘 헤니",6.95,5882,121
150,그것만이 내 세상,최성현,"(주)제이케이필름,씨제이이앤엠(주)",,씨제이이앤엠(주),2018-01-17,개봉영화,장편,한국,코미디,12세이상관람가,일반영화,862,3417629,최성현,"이병헌, 윤여정, 박정민",8.91,15149,120
151,이끼,강우석,"(주)시네마서비스,㈜렛츠필름,(주)시네마서비스글로벌",,씨제이엔터테인먼트,2010-07-14,개봉영화,장편,한국,드라마,청소년관람불가,일반영화,736,3408144,강우석,"정재영, 박해일, 유준상",7.09,8311,163
152,토이 스토리 4,조시 쿨리,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2019-06-20,개봉영화,장편,미국,애니메이션,전체관람가,일반영화,1336,3399913,조시 쿨리,"톰 행크스, 팀 알렌, 애니 파츠",9.03,7120,100
153,돈,박누리,"(주)사나이픽처스,(주)영화사 월광",,(주)쇼박스,2019-03-20,개봉영화,장편,한국,범죄,15세이상관람가,일반영화,1431,3389035,박누리,"류준열, 유지태, 조우진",7.4,10503,115
156,어바웃 타임,리차드 커티스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2013-12-05,개봉영화,장편,영국,멜로/로맨스,15세이상관람가,일반영화,568,3375735,리차드 커티스,"도널 글리슨, 레이첼 맥아담스",9.17,14595,123
157,악인전,이원태,(주)비에이엔터테인먼트,,"(주)에이스메이커무비웍스,(주)키위미디어그룹",2019-05-15,개봉영화,장편,한국,범죄,청소년관람불가,일반영화,1307,3364079,이원태,"마동석, 김무열, 김성규",7.88,11635,110
159,데드풀,팀 밀러,,이십세기폭스코리아(주),"월트디즈니컴퍼니코리아 유한책임회사,이십세기폭스코리아(주)",2016-02-17,개봉영화,장편,미국,액션,청소년관람불가,일반영화,1036,3317196,팀 밀러,라이언 레이놀즈,8.2,15156,106
160,아이 캔 스피크,김현석,"주식회사 영화사 시선,(주)명필름",,"롯데쇼핑㈜롯데엔터테인먼트,(주)리틀빅픽쳐스",2017-09-21,개봉영화,장편,한국,코미디,12세이상관람가,일반영화,1140,3280243,김현석,"나문희, 이제훈",9.37,14831,119
161,스타워즈: 깨어난 포스,J.J. 에이브럼스,,월트디즈니컴퍼니코리아(주),월트디즈니컴퍼니코리아(주),2015-12-17,개봉영화,장편,미국,액션,12세이상관람가,일반영화,940,3273879,J.J. 에이브럼스,"데이지 리들리, 존 보예가, 오스카 아이삭",7.75,12776,135
162,분노의 질주: 더 세븐,제임스 완,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2015-04-01,개봉영화,장편,미국,액션,15세이상관람가,일반영화,983,3247558,제임스 완,"빈 디젤, 폴 워커, 드웨인 존슨",9.11,9481,138
163,터미네이터 제니시스,앨런 테일러,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2015-07-02,개봉영화,장편,미국,액션,15세이상관람가,일반영화,1113,3239371,앨런 테일러,"아놀드 슈왈제네거, 제이슨 클락, 에밀리아 클라크",7.69,9509,125
164,그래비티,알폰소 쿠아론,,"주식회사 해리슨앤컴퍼니,워너브러더스 코리아(주)","주식회사 해리슨앤컴퍼니,워너브러더스 코리아(주)",2013-10-17,개봉영화,장편,미국,SF,12세이상관람가,일반영화,636,3227452,알폰소 쿠아론,"산드라 블록, 조지 클루니",8.29,13314,90
165,마녀,박훈정,"(주)영화사 금월,(주)페퍼민트앤컴퍼니",,워너브러더스 코리아(주),2018-06-27,개봉영화,장편,한국,미스터리,15세이상관람가,일반영화,1117,3189091,박훈정,"김다미, 조민수, 박희순",8.2,25707,125
166,탐정: 리턴즈,이언희,(주)크리픽쳐스,,씨제이이앤엠(주),2018-06-13,개봉영화,장편,한국,코미디,15세이상관람가,일반영화,1041,3148038,이언희,"권상우, 성동일, 이광수",8.4,10037,116
167,캐리비안의 해적: 낯선 조류,롭 마샬,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2011-05-19,개봉영화,장편,미국,액션,12세이상관람가,일반영화,960,3130046,롭 마샬,"조니 뎁, 제프리 러쉬, 페넬로페 크루즈",8.09,5452,137
168,퀵,조범구,"(주)제이케이필름,씨제이이앤엠(주)",,씨제이이앤엠(주),2011-07-20,개봉영화,장편,한국,코미디,15세이상관람가,일반영화,512,3125069,조범구,"이민기, 강예원, 김인권",7.85,9659,115
169,감기,김성수,"아이러브시네마,(주)아이필름홀딩스,씨제이이앤엠(주)",,아이러브시네마,2013-08-14,개봉영화,장편,한국,드라마,15세이상관람가,일반영화,806,3119023,김성수,"장혁, 수애, 박민하",6.94,13387,121
170,나우 유 씨 미 2,존 추,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2016-07-13,개봉영화,장편,미국,범죄,12세이상관람가,일반영화,1200,3100113,존 추,"제시 아이젠버그, 마크 러팔로, 우디 해럴슨",8.31,12413,129
171,하모니,강대규,(주)제이케이필름,,씨제이엔터테인먼트,2010-01-28,개봉영화,장편,한국,드라마,12세이상관람가,일반영화,405,3068544,강대규,"김윤진, 나문희, 강예원",9.05,13298,115
173,스물,이병헌,"(주)영화나무,(주)아이에이치큐",,(주)넥스트엔터테인먼트월드(NEW),2015-03-25,개봉영화,장편,한국,코미디,15세이상관람가,일반영화,926,3044134,이병헌,"김우빈, 준호, 강하늘",7.58,9570,115
174,토르: 다크 월드,앨런 테일러,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013-10-30,개봉영화,장편,미국,액션,12세이상관람가,일반영화,733,3039889,앨런 테일러,"크리스 헴스워스, 나탈리 포트만, 톰 히들스턴",8.36,4700,112
175,방자전,김대우,"(주)바른손이앤에이,시오필름(주),(주)더타워픽쳐스",,씨제이엔터테인먼트,2010-06-02,개봉영화,장편,한국,사극,청소년관람불가,일반영화,512,3035116,김대우,"김주혁, 류승범, 조여정",7.41,3873,124
176,인크레더블 2,브래드 버드,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2018-07-18,개봉영화,장편,미국,애니메이션,전체관람가,일반영화,1605,3033052,브래드 버드,"크레이그 T. 넬슨, 사무엘 L. 잭슨, 홀리 헌터",9.23,10372,125
177,레드: 더 레전드,딘 패리소트,,블루미지,롯데쇼핑㈜롯데엔터테인먼트,2013-07-18,개봉영화,장편,미국,액션,15세이상관람가,일반영화,739,3004647,딘 패리소트,"브루스 윌리스, 이병헌, 캐서린 제타 존스",8.0,5474,115
178,오싹한 연애,황인호,상상필름(주),,씨제이이앤엠(주),2011-12-01,개봉영화,장편,한국,공포(호러),12세이상관람가,일반영화,469,3001530,황인호,"손예진, 이민기",8.54,6861,114
179,드래곤 길들이기 2,딘 데블로이스,,씨제이이앤엠(주),씨제이이앤엠(주),2014-07-23,개봉영화,장편,미국,애니메이션,전체관람가,일반영화,829,3000056,딘 데블로이스,"제이 바루첼, 제라드 버틀러, 아메리카 페레라",8.92,9514,101
180,형,권수경,굿초이스컷픽쳐스(주),,씨제이이앤엠(주),2016-11-23,개봉영화,장편,한국,코미디,12세이상관람가,일반영화,993,2982022,권수경,"조정석, 디오, 박신혜",8.35,10747,110
182,26년,조근현,영화사청어람(주),,"(주)인벤트스톤,영화사청어람(주)",2012-11-29,개봉영화,장편,한국,액션,15세이상관람가,일반영화,604,2963449,조근현,"진구, 한혜진, 임슬옹",6.4,51873,135
183,서치,아니쉬 차간티,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2018-08-29,개봉영화,장편,미국,드라마,12세이상관람가,일반영화,816,2949944,아니쉬 차간티,"존 조, 데브라 메싱",8.92,15594,101
184,고지전,장훈,(주)티피에스컴퍼니,,(주)쇼박스,2011-07-20,개봉영화,장편,한국,드라마,15세이상관람가,일반영화,585,2945137,장훈,"신하균, 고수, 이제훈",8.66,10811,133
185,엑스맨: 아포칼립스,브라이언 싱어,,이십세기폭스코리아(주),이십세기폭스코리아(주),2016-05-25,개봉영화,장편,미국,액션,12세이상관람가,일반영화,1262,2938818,브라이언 싱어,"제임스 맥어보이, 마이클 패스벤더, 제니퍼 로렌스",8.2,13796,143
